CC	CC Nombre	Región	Colonia	Delegacion_ Municipio	Ciudad	Estado
38700	Puebla Avanza	Sur	Santa Ana Xamimilulco	Huejotzingo	Puebla	Puebla
38702	Orizaba	Sur	Col. Centro	Orizaba	Orizaba	Veracruz
38703	Plaza las americas	Sur	Col. Yang Yang	Boca Del Río	Boca Del Río	Veracruz
38704	Corportivo Banamex	Centro Poniente	Santa Fe	Álvaro Obregón 	Ciudad De México	Ciudad De México
38705	Gran Plaza Mazatlan	Noroeste	Fracc. Alameda	Mazatlán	Mazatlan	Sinaloa
38706	Aeropuerto Cd Juarez	Norte Centro	Aeropuerto Internacional De Cd. Juarez	Ciudad  Juarez	Cd. Juárez	Chihuahua
38707	Punto Cero DT	Norte Centro	Col. Nueva Vizcaya	Victoria De Durango	Victoria De Durango	Durango
38708	ChihuahuaCentro	Norte Centro	Zona Centro	Chihuahua	Chihuahua	Chihuahua
38709	Corporativo Barranca	Centro Poniente	Los Alpes	Álvaro Obregón 	Ciudad De México	Ciudad De México
38711	Villamarino DT	Sureste	Smz. 317 	Benito Juárez	Cancún	Quintana Roo
38712	Up Town Merida	Sureste	Vista Alegre	Merida	Merida	Yucatán
38713	La Isla Vallarta	Occidente	Zona Hotelera Norte	Puerto Vallarta Jalisco	Puerto Vallarta	Jalisco
38714	EL Dorado SLP	Norte Centro	San Luis Potosí	San Luis Potosí	San Luis Potosí	San Luis Potosí
38715	Av. Coyoacan DT only	Centro Poniente	Del Valle Centro	Benito Juárez	Ciudad De México	Ciudad De México
38716	Multiplaza Bosques	Centro Sur	Nezahualcoyotl	Nezahualcóyotl	Estado De México	Estado De México
38717	Av Revolucion	Centro Poniente	Nonoalco	Benito Juárez	Ciudad De México	Ciudad De México
38718	Paseo Ventura	Centro Sur	Conjunto Urbano Las Americas 	Ecatepec De Morelos 	Estado De México	Estado De México
38719	Plaza Fortuna	Centro Norte	Magdalena De Las Salinas	Gustavo A. Madero 	Ciudad De México	Ciudad De México
38720	Patio Barranca PB	Centro Poniente	Los Alpes	Álvaro Obregón 	Ciudad De México	Ciudad De México
38721	El Meson	Sur	El Riego Sur	Puebla	Puebla	Puebla
38722	Patio Barranca N2	Centro Poniente	Los Alpes	Álvaro Obregón 	Ciudad De México	Ciudad De México
38723	Puerto Cancun	Sureste	Zona Hotelera	Benito Juárez	Cancún	Quintana Roo
38725	Plaza Oriente ll	Centro Sur	Doctor Alfonso Ortiz Tirado	Iztapalapa	Ciudad De México	Ciudad De México
38726	Nuevo Laredo DT	Norte	Jardin	Nuevo Laredo	Nuevo Laredo	Tamaulipas
38727	Centro Tk	Centro Poniente	Lomas De Tecamachalco	Naucalpan 	Estado De México	Estado De México
38728	Punto la Victoria	Bajío	Villas Del Sol 	Querétaro	Querétaro	Querétaro
38729	Ubika Milenio	Bajío	Milenio III	Querétaro	Querétaro	Querétaro
38730	Manacar PB	Centro Poniente	Insurgentes Mixcoac 	Benito Juárez	Ciudad De México	Ciudad De México
38731	Plaza Cuaunahuac	Sur	Tlahuapan	Jiutepec	Jiutepec	Morelos
38732	Galerias Tlaxcala	Sur	San Sebastian Atlahapa	Tlaxcala	Tlaxcala	Tlaxcala
38733	San Martin	Sur	Llano San Bartolo	San Martin Texmelucan	San Martin	Puebla
38734	Puerto Interior	Bajío	Puerto Interior 	Silao	Silao	Guanajuato
38735	Salamanca Mazda 	Bajío	Col San Vicente De Flores 	Salamanca	Salamanca	Guanajuato
38736	Periferico Puebla  	Sur	Barrio El Alto	Cuautlancingo	Cholula	Puebla
38737	OTAY	Noroeste	Mesa Otay	Tijuana  	Tijuana  	Baja California
38738	Pabellon Tuxtla	Sureste	El Retiro	Tuxtla Gutierrez	Tuxtla Gutierrez	Chiapas
38739	Fashion Drive	Norte	Residencial San Agustin	San Pedro Garza	Monterrey	Nuevo León
38740	Justo Sierra	Noroeste	Cuauhtemoc Norte	Mexicali	Mexicali	Baja California
38741	Biblioteca ITESM MTY II	Norte	Tecnologico	Monterrey	Monterrey	Nuevo León
38742	XO	Norte	Del Valle	San Pedro Garza	San Pedro Garza	Nuevo León
38743	Piedras Negras	Norte	Tecnologico	Piedras Negras	Piedras Negras	Coahuila
38744	Gran Hotel	Sureste	Centro	Merida	Merida	Yucatán
38745	SLP Carretera 57 Norte	Norte Centro	San Luis Potosí	San Luis Potosí	San Luis Potosí	San Luis Potosí
38746	Arcos Bosques II	Centro Poniente	Bosques De Las Lomas	Cuajimalpa	Ciudad De México	Ciudad De México
38747	Centro Comercial Santa Fe 3	Centro Poniente	Lomas De Santa Fe	Cuajimalpa	Ciudad De México	Ciudad De México
38749	Patio Santa Fe 2	Centro Poniente	Peña Blanca	Álvaro Obregón 	Ciudad De México	Ciudad De México
38750	Antea II	Bajío	Ejido El Salitre 	Querétaro	Querétaro	Querétaro
38751	Torre Zentrrum II	Centro Poniente	Santa Fe	Cuajimalpa	Ciudad De México	Ciudad De México
38752	Star Medica Roma	Centro Centro	Roma Norte	Cuauhtémoc	Ciudad De México	Ciudad De México
38753	Parque puebla pb	Sur	Corredor Industrial	Puebla	Puebla	Puebla
38754	Parque puebla pa	Sur	Corredor Industrial	Puebla	Puebla	Puebla
38755	Corporativo Santander	Centro Poniente	Lomas De Santa Fe	Álvaro Obregón 	Ciudad De México	Ciudad De México
38756	Averanda	Sur	Flores Magon	Cuernavaca	Cuernavaca	Morelos
38757	Citadina Constituyentes	Bajío	Los Pájaros 	Corregidora 	Querétaro	Querétaro
38758	Las Torres Cd Juarez	Norte Centro	Market Place	Ciudad  Juarez	Cd. Juárez	Chihuahua
38759	Isla Culiacan	Noroeste	Fracc. Musala	Culiacán	Culiacán	Sinaloa
38760	Kiosco Gran Plaza Merida	Sureste	Montes De Ame	Merida	Merida	Yucatán
38761	Solara	Sur	Centros Comerciales Desarrollo Inmobiliario	Puebla	Puebla	Puebla
38762	Patio Boturini	Centro Centro	Transito	Cuauhtémoc	Ciudad De México	Ciudad De México
38763	Rosarito	Noroeste	Hacienda Floresta Del Mar	Rosarito	Rosarito	Baja California
38764	Star  Medica Napoles	Centro Poniente	Napoles	Benito Juárez	Ciudad De México	Ciudad De México
38765	Colinas de San Jeronimo	Norte	Las Colinas Residencial	Monterrey	Monterrey	Nuevo León
38766	Aeropuerto Cancun T4 Pb Ext	Sureste	Aeropuerto	Benito Juárez	Cancún	Quintana Roo
38767	Aeropuerto Cancun T4 Pa Int	Sureste	Aeropuerto	Benito Juárez	Cancún	Quintana Roo
38768	ITESM Puebla	Sur	Reserva Territorial Atlixcayotl	Puebla	Puebla	Puebla
38769	Patio Toluca	Centro Poniente	San Sebastian Y Vértice	Toluca	Toluca	Estado De México
38770	Gustavo Baz 29	Centro Norte	Azcapotzalco 	Tlalnepantla	Tlalnepantla	Estado De México
38771	Medica SurTlalpan	Centro Sur	Toriello Guerra	Tlalpan	Ciudad De México	Ciudad De México
38772	Hospital Ángeles Interlomas	Centro Poniente	Valle De Las Palmas 	Huixquilucan	Estado De México	Estado De México
38773	Colegio Americano	Centro Poniente	Las Americas	Álvaro Obregón 	Ciudad De México	Ciudad De México
38775	Aeropuerto salidas nacionales puerta C37	Occidente	Guadalajara	Tlajomulco 	Guadalajara	Jalisco
38776	Los Cabos CH	Noroeste	Club Campestre San José	Los Cabos	Los Cabos	Baja California Sur
38777	Parque la Mexicana	Centro Poniente	Santa Fe	Cuajimalpa	Ciudad De México	Ciudad De México
38778	Real del Castillo	Noroeste	Plutarco Elias Calles	Mexicali	Mexicali	Baja California
38779	Rio Tijuana	Noroeste	Desarrollo Urbano Rio Tijuana	Tijuana  	Tijuana  	Baja California
38780	Tec Santa Fe	Centro Poniente	Cuajimalpa 	Cuajimalpa	Ciudad De México	Ciudad De México
38781	San Cristobal	Sureste	Centro	San Cristobal	San Cristobal	Chiapas
38782	Tlaquepaque	Occidente	Centro	Tlaquepaque	Tlaquepaque	Jalisco
38784	Artz Pedregal PB CC	Centro Sur	Jardínes Del Pedregal	Álvaro Obregón 	Ciudad De México	Ciudad De México
38785	Versalles	Centro Centro	Juárez	Cuauhtémoc	Ciudad De México	Ciudad De México
38786	Punto Cultiva	Noroeste	Col. San Rafael	Culiacán	Culiacán	Sinaloa
38787	Plaza Atrios	Sur	Tierra Larga	Cuautla	Cuautla	Morelos
38788	Matamoros DT	Norte	Fracc. Victoria	Matamoros	Matamoros	Tamaulipas
38789	Aeropuerto Cancun T4 Food Court	Sureste	Aeropuerto	Benito Juárez	Cancún	Quintana Roo
38790	Carretera Mexico Pachuca	Bajío	Tolcayuca 	Tolcayuca	Pachuca 	Hidalgo
38791	Artz Pedregal Reserve	Centro Sur	Jardínes Del Pedregal	Álvaro Obregón 	Ciudad De México	Ciudad De México
38792	Pasaje Tlanepantla	Centro Norte	Tlanepantla	Tlalnepantla	Estado De México	Estado De México
38793	Galerias Pachuca PA	Bajío	Zona Plateada 	Pachuca De Soto 	Pachuca 	Hidalgo
38795	Apto T1 Pb N Pta 7	Centro Centro	Otra No Especificada En El Catalogo	Venustiano Carranza	Ciudad De México	Ciudad De México
38796	Apto T1 AMB Sala J	Centro Centro	Zona Federal (Aeropuerto Internal De La Ciudad De Mexico)	Venustiano Carranza	Ciudad De México	Ciudad De México
38797	Lindavista Mty	Norte	Montebello	Guadalupe	Guadalupe	Nuevo León
38798	Corp. Televisa Sta Fe	Centro Poniente	Santa Fe	Álvaro Obregón 	Ciudad De México	Ciudad De México
38799	Paseo Interlomas III	Centro Poniente	Jesús Del Monte 	Huixquilucan	Estado De México	Estado De México
38800	Antenas PA	Centro Sur	La Esperanza	Iztapalapa	Ciudad De México	Ciudad De México
38801	Antenas PB	Centro Sur	La Esperanza	Iztapalapa	Ciudad De México	Ciudad De México
38803	Apto T1 AMB Puerta 8	Centro Centro	Peñon De Los Baños	Venustiano Carranza	Ciudad De México	Ciudad De México
38804	Galerias Chilpancingo	Sur	Fracc. Villa Vicente Guerrero	Chilpancingo	Chilpancingo	Guerrero
38805	Isla Merida	Sureste	Santa Gertrudis Copo	Merida	Merida	Yucatán
38806	Patio Tlalpan	Centro Sur	Santa Ursula Xitla	Tlalpan	Ciudad De México	Ciudad De México
38808	Carretera Saltillo-Mty	Norte	Virreyes Residencial	Saltillo	Saltillo	Coahuila
38809	Estacion de Servicio la Virgen	Bajío	Pedro Escobedo 	Pedro Escobedo 	Querétaro	Querétaro
38810	Plaza Centenario ( Tenaria)	Centro Poniente	Ex Hcienda De Tarango	Álvaro Obregón 	Ciudad De México	Ciudad De México
38811	Plaza Tepeyac	Centro Norte	Guadalupe Tepeyac	Gustavo A. Madero 	Ciudad De México	Ciudad De México
38812	Star Medica Queretaro	Bajío	San Pablo 	Querétaro	Querétaro	Querétaro
38813	Autopista Puebla Orizaba	Sur	Amozoc	Puebla	Amozoc De Mota	Puebla
38814	Carretera 57 SLP Sur	Norte Centro	San Luis Potosí	San Luis Potosí	San Luis Potosí	San Luis Potosí
38815	Central Interlomas	Centro Poniente	Valle De Las Palmas 	Huixquilucan	Estado De México	Estado De México
38816	Via Cordillera	Norte	Via Cordillera	Santa Catarina	Santa Catarina	Nuevo León
38817	Tec de Monterrey CCM	Centro Sur	San Bartolo El Chico	Tlalpan	Ciudad De México	Ciudad De México
38818	Centro Jacarandas 	Bajío	Residencial Jacarandas 	Irapuato	Irapuato	Guanajuato
38819	Paseo Tehuacan DT	Sur	Reforma	Tehuacan	Puebla	Puebla
38820	Metrocentro DT	Noroeste	Metrocentro	Hermosillo	Hermosillo	Sonora
38821	Explanada Puebla	Sur	Santiago Momoxpan	San Pedro Cholula	Puebla	Puebla
38822	Aeropuerto Acapulco	Sur	Plan De Los Amates	Acapulco De Juarez	Acapulco	Guerrero
38825	Harbor	Sureste	Via Montejo	Merida	Merida	Yucatán
38826	Malecon Mazatlan	Noroeste	Fracc. Ferrocarrilera	Mazatlán	Mazatlan	Sinaloa
38827	Aeropuerto Los Mochis	Noroeste	Topolobampo Km. 12.5 	Ahome	Los Mochis	Sinaloa
38828	Urban Center Merida	Sureste	Monterreal	Merida	Merida	Yucatán
38829	Outlet Lerma	Centro Poniente	Lerma De Villada	Lerma	Toluca	Estado De México
38830	Punto Valle Reserve	Norte	Del Valle	San Pedro Garza	San Pedro Garza	Nuevo León
38831	Angelopolis II	Sur	Concepcion La Cruz	Puebla	Puebla	Puebla
38832	ITESM Queretaro	Bajío	San Pablo 	Querétaro	Querétaro	Querétaro
38833	Aeropuerto Bajio	Bajío	Nuevo Mexico 	Silao	Silao	Guanajuato
38834	Aeropuerto Hermosillo Ext	Noroeste	La Manga	Hermosillo	Hermosillo	Sonora
38836	Morelos Centro Mty 	Norte	Centro	Monterrey	Monterrey	Nuevo León
38837	Centenario Azcapotzalco	Centro Norte	Centro De Azcapotzalco 	Azcapotzalco 	Ciudad De México	Ciudad De México
38838	Star Medica Morelia	Occidente	Col. Felix Ireta	Morelia	Morelia	Michoacán
38839	Tapachula DT	Sureste	Ecologico Las Hortencias	Tapachula	Tapachula	Chiapas
38840	Periferico Puebla II	Sur	Santa Bernardino Tlaxcalancingo	San Andres Cholula	Puebla	Puebla
38841	Townsquare Metepec	Centro Poniente	La Providencia	Metepec	Toluca	Estado De México
38842	Caucel DT	Sureste	Caucel	Merida	Merida	Yucatán
38843	Tulum DT	Sureste	Tulum Centro	Tulum	Tulum	Quintana Roo
38844	Park Point	Norte	Cumbres Elite	Monterrey	Monterrey	Nuevo León
38845	Mundo E II	Centro Norte	Tlanepantla	Tlalnepantla	Tlalnepantla	Estado De México
38846	Ubika Universidad	Bajío	La Piedad 	Querétaro	Querétaro	Querétaro
38847	El Molino	Centro Poniente	La Merced	Toluca	Toluca	Estado De México
38848	Alameda Otay	Noroeste	Sanchez Tabueda Produtsa	Tijuana  	Tijuana  	Baja California
38849	Hospital Angeles Valle Oriente	Norte	Del Valle Oriente	San Pedro Garza	Monterrey	Nuevo León
38850	Hospital Angeles Clinica Londres	Centro Centro	Roma Norte	Cuauhtémoc	Ciudad De México	Ciudad De México
38851	Aeropuerto Chihuahua	Norte Centro	Col. Parque Industrial Intermex Sur	Chihuahua	Chihuahua	Chihuahua
38853	Apto Mty TA II	Norte	Apodaca	Apodaca	Monterrey	Nuevo León
38855	Plaza Zapotitlán DT 	Centro Sur	Santa Ana Poniente	Tlahuac	Ciudad De México	Ciudad De México
38856	Cinemex Artz	Centro Sur	Jardínes Del Pedregal	Álvaro Obregón 	Ciudad De México	Ciudad De México
38857	Plaza San Diego	Sur	San Diego Los Sauces	San Pedro Cholula	Cholula	Puebla
38858	Torre de Pemex	Centro Centro	Veronica Anzures	Miguel Hidalgo	Ciudad De México	Ciudad De México
38859	Plaza Satelite II N1	Centro Norte	Satelite 	Naucalpan 	Estado De México	Estado De México
38860	Paseo Queretaro	Bajío	La Purisima 	Querétaro	Querétaro	Querétaro
38861	Andares Reserve	Occidente	Puerta De Hierro 	Zapopan	Guadalajara	Jalisco
38862	San Miguel Izcalli	Centro Norte	Cuatitlan Izcalli 	Cuatitlan Izcalli 	Cuautitlan  	Estado De México
38863	Bucerias	Occidente	Flamingos	Bahía De Banderas Nayarit	Bucerías	Nayarit
38864	Carretera Queretaro Celaya	Bajío	Carretera Celaya Cuota 	Corregidora 	Querétaro	Querétaro
38865	Kune DT	Norte	Residencial Puerta De Hierro	Monterrey	Monterrey	Nuevo León
38866	Perisur Reserve	Centro Sur	Insurgentes Cuicuilco	Coyoacán	Ciudad De México	Ciudad De México
38867	Plaza Bonita	Norte Centro	Vistas La Cumbre	Ciudad  Juarez	Cd. Juárez	Chihuahua
38868	Punto Sur	Occidente	Los Gavilanes Poniente	Tlajomulco 	Guadalajara	Jalisco
38869	Carretera Nuevo Laredo	Norte	Nuevo Laredo	Apodaca	Monterrey	Nuevo León
38870	Periferico Torreon DT	Norte Centro	Torreón	Torreón	Torreón	Coahuila
38871	Estacion las Brujas II	Bajío	San Pedro Tenango 	Celaya	Celaya	Guanajuato
38872	Colosio DT	Sureste	Blv Colosio	Benito Juárez	Cancún	Quintana Roo
38873	Plaza El Molino Apodaca	Norte	Apodaca Centro	Apodaca	Apodaca	Nuevo León
38874	Las Puentes	Norte	Las Puentes	Monterrey	San Nicolas	Nuevo León
38875	Rincon de la Florida	Norte	Jardines De La Florida	Saltillo	Saltillo	Coahuila
38876	Huayacan DT	Sureste	Supermanzana 311	Benito Juárez	Cancún	Quintana Roo
38877	Apto SLP	Norte Centro	San Luis Potosí	San Luis Potosí	San Luis Potosí	San Luis Potosí
38878	Apto Torreon Amb	Norte Centro	Torreón	Torreón	Torreón	Coahuila
38879	Zona Romantica Puerto Vallarta	Occidente	Emiliano Zapata	Puerto Vallarta Jalisco	Puerto Vallarta	Jalisco
38880	Aeropuerto Tijuana SUE Central	Noroeste	Nueva Tijuana	Tijuana  	Tijuana  	Baja California
38881	Galerias Santa Anita	Occidente	San Agustin Poniente	Tlajomulco 	Guadalajara	Jalisco
38882	Ubika Juriquilla	Bajío	Santa Fé Juriquilla 	Querétaro	Querétaro	Querétaro
38883	Omnia	Norte	Estanzuela	Monterrey	Monterrey	Nuevo León
38884	Plaza Marina Leon	Bajío	Prolongacion Poniente Hacienda Echeveste 	León	León	Guanajuato
38885	AIQ 	Bajío	Centro	Colon	Querétaro	Querétaro
38886	Estacion las Brujas I	Bajío	Los Julianes 	Celaya	Celaya	Guanajuato
38887	Terracota Aguascalientes	Norte Centro	San Jose Del Arenal 	Aguascalientes	Aguascalientes	Aguascalientes
38888	Mitikah	Centro Sur	Xoco	Benito Juárez	Ciudad De México	Ciudad De México
38889	La Isla Cancún II	Sureste	Zona Hotelera	Benito Juárez	Cancún	Quintana Roo
38890	Carretera A Chapala	Occidente	Las Pintas	Tlaquepaque	Tlaquepaque	Jalisco
38891	Gran Patio Guanajuato	Bajío	Yerbabuena 	Guanajuato	Guanajuato	Guanajuato
38892	Zacatecas Centro de Gobierno	Norte Centro	Centro de Gobierno	Zacatecas	Zacatecas	Zacatecas
38893	Explanada Pachuca	Bajío	San Antonio 	Pachuca De Soto 	Pachuca 	Hidalgo
38894	Galerias Perinorte	Centro Norte	Cuatitlan Izcalli 	Cuatitlan Izcalli 	Cuautitlan  	Estado De México
38895	Ubika El Refugio	Bajío	Residencial El Redugio	Santiago De Querétaro	Querétaro	Querétaro
38896	Paseo Tollocan DT	Centro Poniente	Santa Ana Tlapaltitlán	Toluca	Toluca	Estado De México
38897	Atlixcayotl DT 	Sur	Reserva Territorial Atlixcayotl	San Andres Cholula	Puebla	Puebla
38898	Galerias Mty III	Norte	Vista Hermosa	Monterrey	Monterrey	Nuevo León
38899	Carr México Queretaro	Bajío	San Juan Del Rio	Santiago De Querétaro	Querétaro	Querétaro
38900	Apto Cd Juárez SUE	Norte Centro	Aeropuerto Internacional De Cd. Juarez	Ciudad  Juarez	Cd. Juárez	Chihuahua
38901	Apto MTY TC Amb	Norte	Apodaca	Apodaca	Apodaca	Nuevo León
38902	Apto ChihuahuaAmb	Norte Centro	Col. Parque Industrial Intermex Sur	Chihuahua	Chihuahua	Chihuahua
38903	Encuentro Oceania	Centro Norte	Moctezuma 2Da Seccion 	Venustiano Carranza	Ciudad De México	Ciudad De México
38904	Foro 4	Bajío	Jardines Del Campestre 	León	León	Guanajuato
38905	Distrito La Perla	Occidente	Ciudad Del Sol	Zapopan	Zapopan	Jalisco
38906	APTO Ciudad de MéxicoAMB PTA 2 	Centro Centro	Otra No Especificada En El Catalogo	Venustiano Carranza	Ciudad De México	Ciudad De México
38907	Galerias Valle Oriente	Norte	Valle Del Mirador	Monterrey	Monterrey	Nuevo León
38908	Carretera Pachuca Mexico	Bajío	Tolcayuca 	Tolcayuca	Pachuca 	Hidalgo
38909	Puerta Norte DT	Norte Centro	Quinta Sebastián	Chihuahua	Chihuahua	Chihuahua
38910	AIFA Llegadas Nacional AMB	Bajío	 Santa Lucia Base Aerea Militar	Zumpango	Zumpango	Estado De México
38911	AIFA SUE Nacional	Bajío	 Santa Lucia Base Aerea Militar	Zumpango	Zumpango	Estado De México
38912	Punto Escobedo DT León	Bajío	Oriental Anaya	León	León	Guanajuato
38913	Apto Mazatlan SUE	Noroeste	Carrera Internacional Al Sur	Mazatlán	Mazatlan	Sinaloa
38914	Cinemex Terraza Interlomas	Centro Poniente	Valle De Las Palmas 	Huixquilucan	Estado De México	Estado De México
38915	Cinemex Galerias Insurgentes	Centro Centro	Del Valle	Benito Juárez	Ciudad De México	Ciudad De México
38916	Chedraui Centro Sur	Bajío	Centro Sur	Querétaro	Querétaro	Querétaro
38917	Urban Center Cancun	Sureste	Supermanzana 15A	Benito Juárez	Cancún	Quintana Roo
38918	Bosque Real	Centro Poniente	 Bosque Real 	Huixquilucan	Estado De México	Estado De México
38919	Universidad Anahuac Merida	Sureste	Universidad Del Mayab	Merida	Merida	Yucatán
38920	Paseo Monclova	Norte Centro	Estancias	Monclova	Monclova	Coahuila
38921	Carretera Ags-Zac	Norte Centro	Trojes De Alonso	Aguascalientes	Aguascalientes	Aguascalientes
38922	Plaza Península Tijuana	Noroeste	Alamar	Tijuana  	Tijuana  	Baja California
38923	Campestre Merida DT	Sureste	Benito Juarez	Merida	Merida	Yucatán
38924	Plaza Aeropuerto	Centro Norte	Santa Cruz Aviación	Venustiano Carranza	Ciudad De México	Ciudad De México
38925	Star Medica Lomas Verdes	Centro Norte	Lomas Verdes 	Naucalpan 	Estado De México	Estado De México
38926	Star Medica Ciudad Juarez	Norte Centro	Partido Iglesias	Ciudad  Juarez	Cd. Juárez	Chihuahua
38927	Star Médica Chihuahua	Norte Centro	Saucito	Chihuahua	Chihuahua	Chihuahua
38928	Starmedica Merida	Sureste	Altabrisa	Merida	Merida	Yucatán
38929	Aeropuerto Toluca AMB	Centro Poniente	San Pedro Totoltepec	San Pedro Totoltepec	Toluca	Estado De México
38930	Blvd. Aeropuerto dt	Centro Norte	Federal	Venustiano Carranza	Ciudad De México	Ciudad De México
38931	Colima II	Occidente	Campestre	Villa De Alvarez	Villa De Alvarez	Colima
38932	San Pedro DT	Norte Centro	Valle De San Pedro	Chihuahua	Chihuahua	Chihuahua
38933	Novena Mexicali DT	Noroeste	Plutarco Elias Calles	Mexicali	Mexicali	Baja California
38934	Tijuana vía rápida	Noroeste	Los Santos	Tijuana  	Tijuana  	Baja California
38935	Plaza Paraiso DT	Norte	Paraíso De Anahuac	Monterrey	Escobedo	Nuevo León
38937	Parque Tepeyac Piso 1	Centro Norte	Granjas Modernas	Gustavo A. Madero 	Ciudad De México	Ciudad De México
38938	Colima Sendera DT	Occidente	Real Hacienda	Villa De Alvarez	Villa De Alvarez	Colima
38939	Pachuca DT II	Bajío	Puerta De Hierro	Pachuca De Soto 	Pachuca 	Hidalgo
38940	City Center León	Bajío	Granjas Del Rosario	León	León	Guanajuato
38941	Mitikah Restaurantes	Centro Sur	Xoco	Benito Juárez	Ciudad De México	Ciudad De México
38942	Moraleda Atlixco DT	Sur	Moraleda	Atlixco	Atlixco	Puebla
38943	Terraza T2 Amb	Centro Centro	Otra No Especificada En El Catalogo	Venustiano Carranza	Ciudad De México	Ciudad De México
38944	Centro SurQro 	Bajío	Centro Sur	Querétaro	Querétaro	Querétaro
38945	Universidad Anahuac Querétaro	Bajío	Zibatá	El Marqués	Querétaro	Querétaro
38946	Patio Tapachula	Sureste	Centro	Tapachula	Tapachula	Chiapas
38947	Hermosillo Centro de Gobierno DT	Noroeste	Proyecto Río Sonora	Hermosillo	Hermosillo	Sonora
38948	Tijuana Teran DT	Noroeste	Ciudad Industrial 	Tijuana  	Tijuana  	Baja California
38949	Costera Acapulco	Sur	Club Deportivo	Acapulco De Juarez	Acapulco	Guerrero
38950	Outlet Riviera Maya	Sureste	Centro Comercial "Grand Outlet Mallterteinment Riviera Maya"	Benito Juárez	Cancún	Quintana Roo
38951	Universidad Panamericana	Centro Poniente	Insurgentes Mixcoac	Benito Juárez	Ciudad De México	Ciudad De México
38952	Punta Este DT	Noroeste	Rivera	Mexicali	Mexicali	Baja California
38953	Fragaria Irapuato 	Bajío	Ejido Lo De Juarez 	Irapuato	Irapuato	Guanajuato
38954	Universidad Anahuac Campus Sur	Centro Poniente	Alvaro Obregon	Álvaro Obregón 	Ciudad De México	Ciudad De México
38955	La Ceiba	Noroeste	Jardines Tres Rios	Culiacán	Culiacán	Sinaloa
38956	Plaza San Rafael Ags	Norte Centro	Col Olivares Santana	Aguascalientes	Aguascalientes	Aguascalientes
38957	Avándaro	Centro Poniente	Fraccionamiento Avándaro 	Valle De Bravo	Valle De Bravo	Estado De México
38958	Los Cavazos DT	Norte	Los Altares	Santiago 	Santiago 	Nuevo León
38959	Distrito Hexus Hermosillo	Noroeste	Santa Fe	Hermosillo	Hermosillo	Sonora
38960	La Cantera DT	Norte Centro	Misiones I Etapa	Chihuahua	Chihuahua	Chihuahua
38963	Lazaro Cardenas Mty DT	Norte	Mirador Residencial 	Monterrey	Monterrey	Nuevo León
38964	Biblioteca Tec 	Centro Sur	San Bartolo El Chico	Tlalpan	Ciudad De México	Ciudad De México
38965	Parque Tepeyac Piso 2	Centro Norte	Granjas Modernas	Gustavo A. Madero 	Ciudad De México	Ciudad De México
38966	Comitán Chiapas DT	Sureste	Barrio De Chichima Acapetahua	Comitán De Dominguez	Comitán De Dominguez	Chiapas
38967	Belisario DT	Sureste	Jardines De Tuxtla	Tuxtla Gutierrez	Tuxtla Gutierrez	Chiapas
38968	Génesis Reynosa DT	Norte	La Cima	Reynosa	Reynosa	Tamaulipas
38969	Punto Sur II	Occidente	Los Gavilanes Poniente	Tlajomulco De Zuñiga	Guadalajara	Jalisco
38970	Hospital Zambrano	Norte	Real San Agustin	San Pedro Garza	Monterrey	Nuevo León
38971	Distrito 925 Zacatecas	Norte Centro	Sin Colonia	Guadalupe	Guadalupe	Zacatecas
38972	Plaza Village DT	Sureste	Supermanzana 55	Benito Juárez	Cancún	Quintana Roo
38973	Punto Guadiana	Norte Centro	Loma Dorada	Victoria De Durango	Victoria De Durango	Durango
38974	Carretera León Silao DT	Bajío	San Jose El Alto  	Silao	Guanajuato	Guanajuato
38975	Cholul DT	Sureste	No Especificada	Merida	Merida	Yucatán
38976	Hospital Angeles Centro Sur Qro	Bajío	Centro Sur	Querétaro	Querétaro	Querétaro
38977	Ocampo Corner DT	Norte	Centro	Monterrey	Monterrey	Nuevo León
38978	Periferico Merkabastos Gdl	Occidente	Paseos Del Sol	Zapopan	Zapopan	Jalisco
38979	Carretera Progreso DT	Sureste	Xcanantun	Merida	Merida	Yucatán
38980	The Park 	Norte Centro	San Luis Potosí	San Luis Potosí	San Luis Potosí	San Luis Potosí
38981	Doctors Hospital AUNA	Norte	Balcones De Galerias	Monterrey	Monterrey	Nuevo León
38982	Miyana II	Centro Centro	Miguel Hidalgo	Miguel Hidalgo	Ciudad De México	Ciudad De México
38983	Santa Monica Aguascalientes DT	Norte Centro	Plaza Comercial Siglo XXI, P.º Sta. Mónica Lote 03, 20286	Aguascalientes	Aguascalientes	Aguascalientes
38984	Lourdes Saltillo DT	Norte	Sin Nombre	Saltillo	Saltillo	Coahuila
38985	Paseo San Miguel	Norte	San Miguel	Apodaca	Apodaca	Nuevo León
38986	Plaza Kabs DT	Noroeste	San José Viejo	Los Cabos	Los Cabos	Baja California Sur
38987	Punta Zero Calimaya DT	Centro Poniente	San Andres Ocotlan	Calimaya	Estado De México	Estado De México
38988	Zona Dorada II	Noroeste	Zona Dorada	Mazatlán	Mazatlan	Sinaloa
38989	Las Américas Chetumal DT	Sureste	Payo Obispo	Othon P. Blanco	Chetumal	Quintana Roo
38990	Las Americas Cancun DT	Sureste	Supermanzana 6	Benito Juárez	Cancún	Quintana Roo
38991	Las Américas Mérida DT	Sureste	Miguel Hidalgo	Merida	Merida	Yucatán
